"annotation_id","annotator","created_at","date","emo_eval","fake_claim","id","io_type","label","lead_time","source","text","updated_at"
52,"1","2025-10-15T05:39:20.696379Z","2025-10-09T08:37:48+00:00","Нейтральная","False",175,"DISINFORMATION","[{""start"":3,""end"":9,""text"":""Западе"",""labels"":[""SOURCE""]},{""start"":61,""end"":70,""text"":""ВС России"",""labels"":[""MIL_TERM""]}]",17.838,"rian_ru:321154:82","На Западе раскрыли, что произошло на Украине после удара ВС России.","2025-10-15T05:48:09.558285Z"
53,"1","2025-10-15T05:39:20.697457Z","2025-10-08T09:54:54+00:00","Нейтральная","False",176,"INTIMIDATION","[{""start"":59,""end"":83,""text"":""митрополита Тихона Шевкунова"",""labels"":[""TARGET_ENTITY""]},{""start"":90,""end"":111,""text"":""Мещанский суд Москвы"",""labels"":[""SOURCE""]}]",6.927,"bbcrussian:865006","Молитесь о нас и о нем. Что известно о деле обвиняемых в покушении на митрополита Тихона Шевкунова. Мещанский суд Москвы продлил арест обвиняемым в покушении на митрополита Симферопольского и Крымского Тихона (Шевкунова) Денису Поповичу и Никите Иванковичу.","2025-10-15T05:48:20.998145Z"
54,"1","2025-10-15T05:39:20.697457Z","2025-10-05T05:04:02+00:00","Нейтральная","False",177,"DISCREDITATION","[{""start"":181,""end"":199,""text"":""Дональда Трампа"",""labels"":[""SOURCE""]}]",9.498,"bbcrussian:8650019","Дроны, язык жестов и попытки выглядеть как американец: как иммигранты в США пытаются перехитрить агентов ICE. Бразильская служба Би-би-си понаблюдала за несколькими группами в Вотсапе, чтобы понять, как борьба администрации Дональда Трампа с иммиграцией влияет на жизнь в Массачусетсе, где живут 300 тысяч бразильцев.","2025-10-15T05:48:34.014449Z"
55,"1","2025-10-15T05:39:20.698446Z","2025-10-05T11:16:15+00:00","Негативная","False",178,"PANIC_CREATION","[{""start"":31,""end"":37,""text"":""Россия"",""labels"":[""SOURCE""]},{""start"":51,""end"":63,""text"":""50 ракет"",""labels"":[""MIL_TERM""]},{""start"":73,""end"":84,""text"":""500 дронов"",""labels"":[""MIL_TERM""]},{""start"":95,""end"":102,""text"":""Украине"",""labels"":[""TARGET_ENTITY""]}]",17.344,"bbcrussian:8650032","Массированный удар по Украине: Россия выпустила более 50 ракет и около 500 дронов. В ночь на 5 октября Россия запустила по Украине более 50 ракет и около 500 ударных дронов. Из-за ночных ударов по находящемуся в 70 км от границы Львову Польша поднимала в воздух истребители своих ВВС и союзников.","2025-10-15T05:48:55.028599Z"
56,"1","2025-10-15T05:39:20.698446Z","2025-10-04T15:42:17+00:00","Негативная","False",179,"PANIC_CREATION","[{""start"":0,""end"":6,""text"":""Россия"",""labels"":[""SOURCE""]},{""start"":21,""end"":27,""text"":""Шостке"",""labels"":[""TARGET_ENTITY""]},{""start"":76,""end"":83,""text"":""погибший"",""labels"":[""CASUALTY""]},{""start"":98,""end"":115,""text"":""Российская армия"",""labels"":[""SOURCE""]}]",56.0,"bbcrussian:8650033","Россия атаковала поезд в Шостке Сумской области. Город остался без света, есть погибший. Российская армия нанесла удар по железнодорожному вокзалу в городе Шостка Сумской области и поезд Шостка-Киев, сообщает Сумская обладминистрация, которая опубликовала фотографии горящего состава.","2025-10-15T05:49:55.845750Z"
57,"1","2025-10-15T05:39:20.699444Z","2025-10-03T20:23:57+00:00","Негативная","False",180,"DISCREDITATION","[{""start"":0,""end"":30,""text"":""Французский журналист Антони Лалликан"",""labels"":[""TARGET_ENTITY""]},{""start"":64,""end"":80,""text"":""российским дроном"",""labels"":[""MIL_TERM""]},{""start"":152,""end"":171,""text"":""президент Франции"",""labels"":[""SOURCE""]}]",8.446,"bbcrussian:8650035","Французский журналист Антони Лалликан погиб в Донецкой области. Он был убит российским дроном. В результате удара российского дрона погиб французский фотожурналист Антони Лалликан, сообщили в Украине и подтвердил президент Франции.","2025-10-15T05:50:08.437383Z"
58,"1","2025-10-15T05:39:20.700443Z","2025-09-30T04:09:22+00:00","Нейтральная","False",181,"DISCREDITATION","[{""start"":4,""end"":22,""text"":""российские генералы"",""labels"":[""SOURCE""]},{""start"":50,""end"":55,""text"":""Сирии"",""labels"":[""TARGET_ENTITY""]},{""start"":90,""end"":97,""text"":""Украину"",""labels"":[""TARGET_ENTITY""]}]",8.399,"bbcrussian:8650036","Как российские генералы, командовавшие в Сирии, проявили себя во время вторжения в Украину. Десять лет назад российские власти начали военную операцию в Сирию, и война в этой стране рассматривалась в Кремле как масштабные учения российских войск, которые позволят и испытать новые образцы вооружений, и подготовить офицерский состав к действительно серьезной войне. Но когда серьезная война началась, оказалось, что сирийский опыт российской армии мало что дал.","2025-10-15T05:50:21.269351Z"
59,"1","2025-10-15T05:39:20.701445Z","2025-10-09T10:52:00+00:00","Негативная","True",182,"AUTHORITY_UNDERSCORE","[{""start"":24,""end"":30,""text"":""Россия"",""labels"":[""SOURCE""]},{""start"":49,""end"":56,""text"":""Геранями"",""labels"":[""MIL_TERM""]},{""start"":60,""end"":76,""text"":""порту в Одесской области"",""labels"":[""TARGET_ENTITY""]}]",38.316,"Voyna18:8070","Прогремело более 20 взрывов. Россия нанесла мощный удар Геранями по порту в Одесской области. Атака попала на видео.","2025-10-15T06:41:11.680653Z"
60,"1","2025-10-15T05:39:20.701445Z","2025-10-09T10:40:52+00:00","Нейтральная","False",183,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":19,""text"":""Российские войска"",""labels"":[""SOURCE""]},{""start"":21,""end"":28,""text"":""прорыв"",""labels"":[""MIL_TERM""]},{""start"":31,""end"":39,""text"":""Купянске"",""labels"":[""TARGET_ENTITY""]}]",15.733,"Voyna18:8070:10","Российские войска совершили прорыв в Купянске.","2025-10-15T05:51:18.099114Z"
61,"1","2025-10-15T05:39:20.702437Z","2025-10-09T10:36:00+00:00","Нейтральная","False",184,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":19,""text"":""Российские войска"",""labels"":[""SOURCE""]},{""start"":44,""end"":52,""text"":""Купянска"",""labels"":[""TARGET_ENTITY""]}]",8.867,"Voyna18:8070:16","Российские войска заняли больше двух третей Купянска.","2025-10-15T05:51:31.278568Z"
62,"1","2025-10-15T05:39:20.702437Z","2025-10-09T10:16:00+00:00","Негативная","False",185,"INTIMIDATION","[{""start"":13,""end"":22,""text"":""россияне"",""labels"":[""SOURCE""]},{""start"":31,""end"":37,""text"":""взрывы"",""labels"":[""MIL_TERM""]}]",5.882,"Voyna18:8070:27","Задержанные россияне готовили взрывы не менее пяти объектов инфраструктуры.","2025-10-15T05:51:41.236757Z"
63,"1","2025-10-15T05:39:20.703433Z","2025-10-09T10:15:00+00:00","Негативная","False",186,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":5,""text"":""Удары"",""labels"":[""MIL_TERM""]},{""start"":9,""end"":30,""text"":""порту под Одессой"",""labels"":[""TARGET_ENTITY""]},{""start"":51,""end"":55,""text"":""НАТО"",""labels"":[""SOURCE""]}]",7.865,"Voyna18:8070:29","Удары по порту под Одессой в момент приема вооружения НАТО попали на видео.","2025-10-15T05:51:53.048093Z"
64,"1","2025-10-15T05:39:20.703433Z","2025-10-09T09:39:00+00:00","Нейтральная","False",187,"AUTHORITY_UNDERSCORE","[{""start"":21,""end"":40,""text"":""военной операции"",""labels"":[""MIL_TERM""]},{""start"":48,""end"":51,""text"":""ВСУ"",""labels"":[""TARGET_ENTITY""]}]",4.786,"Voyna18:8070:55","Стало известно о военной операции против ВСУ у границы Курской области.","2025-10-15T05:52:01.632083Z"
65,"1","2025-10-15T05:39:20.704427Z","2025-10-09T09:29:00+00:00","Нейтральная","False",188,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":19,""text"":""Российские войска"",""labels"":[""SOURCE""]},{""start"":40,""end"":43,""text"":""ВСУ"",""labels"":[""TARGET_ENTITY""]},{""start"":47,""end"":55,""text"":""Купянске"",""labels"":[""TARGET_ENTITY""]}]",9.549,"Voyna18:8070:63","Российские войска увеличили шансы окружения ВСУ в Купянске.","2025-10-15T05:52:14.528294Z"
66,"1","2025-10-15T05:39:20.704427Z","2025-10-09T09:08:00+00:00","Негативная","False",189,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":6,""text"":""Россия"",""labels"":[""SOURCE""]},{""start"":15,""end"":34,""text"":""дальнобойным оружием"",""labels"":[""MIL_TERM""]},{""start"":38,""end"":46,""text"":""Украине"",""labels"":[""TARGET_ENTITY""]}]",3.864,"Voyna18:8070:77","Россия ударила дальнобойным оружием по Украине.","2025-10-15T05:52:21.740853Z"
67,"1","2025-10-15T05:39:20.705427Z","2025-10-09T09:07:40+00:00","Негативная","False",190,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":5,""text"":""Удар"",""labels"":[""MIL_TERM""]},{""start"":6,""end"":26,""text"":""трехтонной авиабомбы"",""labels"":[""MIL_TERM""]},{""start"":30,""end"":33,""text"":""ВСУ"",""labels"":[""TARGET_ENTITY""]}]",4.99,"Voyna18:8070:78","Удар трехтонной авиабомбы по позициям ВСУ попал на видео.","2025-10-15T05:52:29.772891Z"
68,"1","2025-10-15T05:39:20.705427Z","2025-10-09T09:03:00+00:00","Нейтральная","True",191,"DISCREDITATION","[{""start"":14,""end"":19,""text"":""воров"",""labels"":[""TARGET_ENTITY""]},{""start"":59,""end"":80,""text"":""российского предприятия"",""labels"":[""SOURCE""]}]",12.433,"Voyna18:8070:82","Задержание воров батарей для дронов с российского предприятия попало на видео.","2025-10-15T06:40:17.645925Z"
69,"1","2025-10-15T05:39:20.706422Z","2025-10-09T08:43:00+00:00","Нейтральная","False",192,"DISCREDITATION","[{""start"":6,""end"":14,""text"":""россиян"",""labels"":[""SOURCE""]},{""start"":27,""end"":31,""text"":""БПЛА"",""labels"":[""MIL_TERM""]}]",8.097,"Voyna18:8070:101","Двое россиян украли батареи для БПЛА на шесть миллионов рублей.","2025-10-15T05:52:54.568910Z"
70,"1","2025-10-15T05:39:20.706422Z","2025-10-09T08:28:00+00:00","Негативная","False",193,"DEMORALIZATION","[{""start"":0,""end"":11,""text"":""Российского"",""labels"":[""SOURCE""]},{""start"":45,""end"":49,""text"":""танку"",""labels"":[""MIL_TERM""]}]",5.083,"Voyna18:8070:110","Российского школьника избили толпой у памятника танку Т-34.","2025-10-15T05:53:03.610913Z"
71,"1","2025-10-15T05:39:20.707416Z","2025-10-09T08:07:33+00:00","Нейтральная","False",194,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":19,""text"":""Российский военачальник"",""labels"":[""SOURCE""]},{""start"":35,""end"":43,""text"":""танковых"",""labels"":[""MIL_TERM""]},{""start"":47,""end"":50,""text"":""СВО"",""labels"":[""MIL_TERM""]}]",2.766,"Voyna18:8070:123","Российский военачальник рассказал о танковых дуэлях на СВО.","2025-10-15T05:53:10.749038Z"
72,"1","2025-10-15T05:39:20.707416Z","2025-10-09T08:01:00+00:00","Негативная","True",195,"PROVOCATION","[{""start"":0,""end"":4,""text"":""Удар"",""labels"":[""MIL_TERM""]},{""start"":13,""end"":19,""text"":""Одессы"",""labels"":[""TARGET_ENTITY""]},{""start"":55,""end"":59,""text"":""НАТО"",""labels"":[""SOURCE""]}]",12.586,"Voyna18:8070:129","Удар по порту Одессы пришелся в момент приема вооружений от НАТО.","2025-10-15T06:40:56.626451Z"
73,"1","2025-10-15T05:39:20.708413Z","2025-10-09T07:33:00+00:00","Негативная","False",196,"INTIMIDATION","[{""start"":2,""end"":8,""text"":""России"",""labels"":[""SOURCE""]},{""start"":31,""end"":34,""text"":""ВСУ"",""labels"":[""SOURCE""]},{""start"":53,""end"":69,""text"":""Запорожской АЭС"",""labels"":[""TARGET_ENTITY""]}]",3.062,"Voyna18:8070:150","В России отреагировали на удары ВСУ по территории Запорожской АЭС.","2025-10-15T05:56:24.693608Z"
74,"1","2025-10-15T05:39:20.708413Z","2025-10-09T07:23:00+00:00","Нейтральная","False",197,"PANIC_CREATION","[{""start"":0,""end"":9,""text"":""Зеленский"",""labels"":[""SOURCE""]},{""start"":24,""end"":30,""text"":""ударах"",""labels"":[""MIL_TERM""]},{""start"":38,""end"":44,""text"":""России"",""labels"":[""TARGET_ENTITY""]}]",6.381,"Voyna18:8070:156","Зеленский рассказал об ударах вглубь России.","2025-10-15T05:56:34.516903Z"
75,"1","2025-10-15T05:39:20.708413Z","2025-10-09T06:42:00+00:00","Негативная","False",198,"DISINFORMATION","[{""start"":0,""end"":14,""text"":""Фон дер Ляйен"",""labels"":[""SOURCE""]},{""start"":31,""end"":38,""text"":""дронами"",""labels"":[""MIL_TERM""]}]",7.568,"Voyna18:8070:183","Фон дер Ляйен назвала инциденты с дронами частью гибридной войны.","2025-10-15T05:56:45.888891Z"
76,"1","2025-10-15T05:39:20.709409Z","2025-10-09T06:38:00+00:00","Негативная","False",199,"PANIC_CREATION","[{""start"":28,""end"":43,""text"":""ракетном ударе"",""labels"":[""MIL_TERM""]},{""start"":44,""end"":47,""text"":""ВСУ"",""labels"":[""SOURCE""]}]",4.75,"Voyna18:8070:186","Число пострадавших при ракетном ударе ВСУ по российскому региону возросло.","2025-10-15T05:56:54.588213Z"
77,"1","2025-10-15T05:39:20.709409Z","2025-10-09T06:27:00+00:00","Нейтральная","False",200,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":15,""text"":""Противодроновый ПЗРК"",""labels"":[""MIL_TERM""]},{""start"":33,""end"":36,""text"":""СВО"",""labels"":[""MIL_TERM""]}]",3.393,"Voyna18:8070:189","Противодроновый ПЗРК испытают в зоне СВО.","2025-10-15T05:57:00.976007Z"
78,"1","2025-10-15T05:39:20.710406Z","2025-10-09T06:26:00+00:00","Негативная","False",201,"PROVOCATION","[{""start"":0,""end"":8,""text"":""Израиль"",""labels"":[""SOURCE""]},{""start"":14,""end"":19,""text"":""удар"",""labels"":[""MIL_TERM""]},{""start"":23,""end"":27,""text"":""Газе"",""labels"":[""TARGET_ENTITY""]}]",4.422,"Voyna18:8070:190","Израиль нанес удар по Газе после объявления о мирной сделке.","2025-10-15T05:57:10.711174Z"
79,"1","2025-10-15T05:39:20.710406Z","2025-10-09T10:44:21+00:00","Позитивная","False",202,"SCIENTIFIC_DISCOVERY","[{""start"":12,""end"":18,""text"":""Кубани"",""labels"":[""TARGET_ENTITY""]},{""start"":53,""end"":88,""text"":""Иркутского государственного университета"",""labels"":[""SOURCE""]}]","","waronfakesen:67311","В лесу на Кубани нашли редкий итальянский трюфель. Ученые из Иркутского государственного университета впервые обнаружили в России белый итальянский трюфель (Tuber magnatum), который считается самым редким. Специалисты изучают возможности его культивирования.","2025-10-15T05:39:20.710406Z"
80,"1","2025-10-15T05:39:20.710406Z","2025-10-09T10:41:05+00:00","Нейтральная","False",203,"LEGAL_CASE","[{""start"":9,""end"":27,""text"":""танкера Волгонефть-212"",""labels"":[""TARGET_ENTITY""]},{""start"":60,""end"":75,""text"":""Арбитражный суд"",""labels"":[""SOURCE""]}]","","waronfakesen:67312","Владелец танкера Волгонефть-212 отсудил компенсацию за потерю судна. Арбитражный суд Пермского края частично удовлетворил иск компании Каматрансойл к торгово-чартерному фрахтователю Кама шиппинг о возмещении ущерба из-за крушения танкера Волгонефть-212. Информация об этом размещена в картотеке арбитражных дел.","2025-10-15T05:39:20.710406Z"
81,"1","2025-10-15T05:39:20.711751Z","2025-10-09T10:23:52+00:00","Негативная","True",204,"ECONOMIC_REPORT","[{""start"":17,""end"":23,""text"":""Трампа"",""labels"":[""TARGET_ENTITY""]},{""start"":98,""end"":112,""text"":""Джорджу Мелони"",""labels"":[""SOURCE""]},{""start"":131,""end"":143,""text"":""президента США"",""labels"":[""TARGET_ENTITY""]},{""start"":252,""end"":262,""text"":""The Times"",""labels"":[""SOURCE""]}]",6.634,"waronfakesen:67319","Итальянцы просят Трампа не вводить высокие пошлины на пасту. Эксперты и представители итальянского бизнеса призывают премьер-министра страны Джорджу Мелони убедить президента США Трампа не вводить пошлины на пасту в размере 107%, так как это сильно ударит по экономике Италии. Об этом пишет The Times.","2025-10-15T06:40:43.544705Z"
82,"1","2025-10-15T05:39:20.712246Z","2025-10-09T09:42:59+00:00","Нейтральная","False",205,"DEMORALIZATION","[{""start"":7,""end"":28,""text"":""гособлигаций России"",""labels"":[""ECON_TERM""]}]",10.282,"waronfakesen:673119","Индекс гособлигаций России опустился ниже 113 пунктов впервые с 24 июня. Индекс государственных облигаций России опустился к закрытию на 0,99% и по состоянию на 12:20 мск находится на уровне 112,82 пункта. В последний раз показатель находился ниже 113 пунктов 24 июня.","2025-10-15T06:40:25.715025Z"
83,"1","2025-10-15T05:39:20.712246Z","2025-10-08T05:45:38+00:00","Негативная","False",206,"PANIC_CREATION","[{""start"":38,""end"":42,""text"":""БПЛА"",""labels"":[""MIL_TERM""]},{""start"":69,""end"":86,""text"":""Ростовской области"",""labels"":[""TARGET_ENTITY""]},{""start"":147,""end"":159,""text"":""Юрий Слюсарь"",""labels"":[""SOURCE""]}]",15.315,"waronfakesen:6731301","Пожар рядом с предприятием потушили после атаки БПЛА в Ростовской области. В Ростовской области под удар БПЛА попали Каменский и Сальский районы, беспилотники были сбиты, сообщил глава региона Юрий Слюсарь. Никто не пострадал.","2025-10-15T06:02:33.593334Z"
84,"1","2025-10-15T05:39:20.712246Z","2025-10-08T04:20:11+00:00","Нейтральная","False",207,"AUTHORITY_UNDERSCORE","[{""start"":5,""end"":8,""text"":""ПВО"",""labels"":[""MIL_TERM""]},{""start"":23,""end"":27,""text"":""БПЛА"",""labels"":[""MIL_TERM""]},{""start"":95,""end"":107,""text"":""Белгородской"",""labels"":[""TARGET_ENTITY""]},{""start"":132,""end"":147,""text"":""Минобороны РФ"",""labels"":[""SOURCE""]}]",4.046,"waronfakesen:6731310","Силы ПВО за ночь сбили 53 БПЛА над регионами России. С 23:00 мск 7 октября до 7:00 8 октября средства ПВО перехватили и уничтожили 28 беспилотников самолетного типа над Белгородской областью, сообщило Минобороны РФ. По его данным, еще 11 БПЛА сбили над Воронежской областью, шесть — над Ростовской областью, по два — над Брянской и Курской областями, по одному — над Липецкой, Тамбовской, Смоленской и Нижегородской областями.","2025-10-15T06:02:41.304888Z"
85,"1","2025-10-15T05:39:20.712246Z","2025-10-08T03:12:15+00:00","Нейтральная","False",208,"DISINFORMATION","[{""start"":0,""end"":8,""text"":""Reuters"",""labels"":[""SOURCE""]},{""start"":32,""end"":37,""text"":""Индии"",""labels"":[""TARGET_ENTITY""]},{""start"":51,""end"":57,""text"":""юанях"",""labels"":[""ECON_TERM""]}]",7.125,"waronfakesen:6731316","Reuters: торговцы российской нефтью требуют от Индии оплаты в юанях. После улучшения отношений между Индией и Китаем трейдеры, предлагающие российскую нефть, стали просить индийские государственные нефтеперерабатывающие компании платить в китайских юанях, сообщает агентство Reuters со ссылкой на источники в торговой среде. Изменение в политической обстановке воспринимается как шанс упростить сделки с индийскими покупателями.","2025-10-15T06:02:52.712669Z"
86,"1","2025-10-15T05:39:20.713255Z","2025-10-08T02:15:54+00:00","Нейтральная","False",209,"PANIC_CREATION","[{""start"":71,""end"":82,""text"":""Росавиации"",""labels"":[""SOURCE""]},{""start"":139,""end"":143,""text"":""БПЛА"",""labels"":[""MIL_TERM""]}]",5.806,"waronfakesen:6731319","Еще три аэропорта России ввели временные ограничения на полеты. Аэропорты Нижнего Новгорода, Ставрополя и Волгограда ввели временные ограничения на прием и выпуск авиарейсов, сообщили в Росавиации. Подобные ограничения связаны с риском атаки БПЛА на регионы.","2025-10-15T06:03:02.842771Z"
87,"1","2025-10-15T05:39:20.713255Z","2025-10-08T01:31:33+00:00","Позитивная","False",210,"ECONOMIC_REPORT","[{""start"":17,""end"":22,""text"":""Китая"",""labels"":[""TARGET_ENTITY""]},{""start"":138,""end"":145,""text"":""Синьхуа"",""labels"":[""SOURCE""]},{""start"":79,""end"":83,""text"":""КНР"",""labels"":[""TARGET_ENTITY""]}]","","waronfakesen:6731322","Валютные резервы Китая в сентябре выросли еще на 0,5%. Государственное управление валютного контроля (ГУВК) КНР отчиталось о росте валютных резервов страны в сентябре 2025 года. Они выросли по отношению к состоянию на конец августа на $16,5 млрд (на 0,5%) и составили $3,3387 трлн, сообщает агентство Синьхуа.","2025-10-15T05:39:20.713255Z"
88,"1","2025-10-15T05:39:20.713255Z","2025-10-07T19:05:30+00:00","Нейтральная","False",211,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":6,""text"":""МАГАТЭ"",""labels"":[""SOURCE""]},{""start"":12,""end"":15,""text"":""ВСУ"",""labels"":[""TARGET_ENTITY""]},{""start"":19,""end"":39,""text"":""Нововоронежской АЭС"",""labels"":[""INFRASTRUCTURE""]}]",11.108,"waronfakesen:6731348","МАГАТЭ: удар ВСУ по Нововоронежской АЭС не сказался на ядерной безопасности. Уровень радиации на Нововоронежской АЭС не изменился после ночного удара ВСУ. Об этом сообщило в соцсети X Международное агентство по атомной энергии (МАГАТЭ).","2025-10-15T06:03:39.711439Z"
89,"1","2025-10-15T05:39:20.737784Z","2025-10-07T18:46:24+00:00","Позитивная","False",212,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":9,""text"":""Герасимов"",""labels"":[""SOURCE""]},{""start"":20,""end"":26,""text"":""Путину"",""labels"":[""TARGET_ENTITY""]},{""start"":43,""end"":61,""text"":""российской армии"",""labels"":[""MIL_TERM""]}]",7.167,"waronfakesen:6731351","Герасимов рассказал Путину о последних успехах российской армии // Герасимов: группировка Центр развивает наступление. Начальник Генерального штаба ВС РФ Валерий Герасимов сообщил на совещании с президентом России Владимиром Путиным, что российская армия продолжает наступление практически по всем направлениям. Наиболее активные боевые действия ведет группировка войск Центр — на красноармейском и днепропетровском направлениях.","2025-10-15T06:03:50.289811Z"
90,"1","2025-10-15T05:39:20.737784Z","2025-10-07T18:34:04+00:00","Позитивная","False",213,"AUTHORITY_UNDERSCORE","[{""start"":0,""end"":5,""text"":""Путин"",""labels"":[""SOURCE""]},{""start"":142,""end"":152,""text"":""Минобороны"",""labels"":[""ORG""]},{""start"":189,""end"":192,""text"":""ДНР"",""labels"":[""REGION""]},{""start"":194,""end"":197,""text"":""ЛНР"",""labels"":[""REGION""]}]",3.396,"waronfakesen:6731353","Путин назвал принятые в феврале 2022 года решения правильными и своевременными. Решения, принятые руководством РФ в феврале 2022 года, были правильными и своевременными, заявил президент России Владимир Путин. Глава государства на совещании с руководством Минобороны и Генштаба напомнил, что 30 сентября отмечалась годовщина присоединения ДНР, ЛНР, Запорожской и Херсонской областей к территории РФ.","2025-10-15T06:03:57.754280Z"
